Product,Image,Brand,Processor,RAM,Hard disk,SSD,Graphic card,Operating system,Resolution,Dimensions(mm),Weight(kg),Battery life,Price
"Asus X510UN-EJ461T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456799_635_asus_vivobook-15-x510un-ej461t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 8th Gen,8GB,1TB,No,Nvidia GeForce MX150,Windows 10,1920x1080 pixels,,,8.0,"₹ 64,990"
,https://i.gadgets360cdn.com/products/laptops/large/1546455814_635_apple_macbook-air-mjvm2ll-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 5th Gen,4GB,No,128GB,Intel Integrated HD Graphics,macOS,1440x900 pixels,325.00 x 227.00 x 17.00,1.35,12.0,
"LG Gram 14Z970-G Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Dark Silver, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453755_635_lg_gram-14z970-g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,Intel Core i5 7th Gen 7200U,8GB,No,256GB,Integrated Intel HD Graphics 620,Windows 10 Home,1920x1080 pixels,323.40 x 211.80 x 14.50,,,"₹ 66,995"
"HP 15-DA0074TX Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i3, Sparkling Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456049_635_hp_15-da0074tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 7th Gen 7020U,8GB,1TB,No,Nvidia,DOS,1920x1080 pixels,376.00 x 246.00 x 22.50,1.77,,"₹ 38,500"
,https://i.gadgets360cdn.com/products/large/lenovo-yoga-slim-7-15-6-inch-1100x800-1578415536.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core,8GB,,256GB,Nvidia,Windows 10 Home,1920x1080 pixels,229.00 x 356.50 x 15.90,1.8,13.0,
"MSI GE62VR606 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454329_635_msi_ge62vr606.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,MSI,Intel Core i7,16GB,1TB,No,Nvidia GeForce GTX 1060,Windows 10,1920x1080 pixels,383.00 x 260.00 x 29.00,2.4,,"₹ 161,622"
"Lenovo Thinkpad E475 Laptop (Windows 10 Pro, 4GB RAM, 500GB HDD, AMD Core A6, Black, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456541_635_lenovo_thinkpad-e475.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,AMD APU Quad Core A6,4GB,500GB,No,AMD Radeon R5,Windows 10 Professional,1366x768 pixels,340.40 x 241.30 x 22.90,1.87,,"₹ 73,910"
"LG Gram 14Z970-G Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Dark Silver, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453755_635_lg_gram-14z970-g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,LG,Intel Core i5 7th Gen 7200U,8GB,No,256GB,Integrated Intel HD Graphics 620,Windows 10 Home,1920x1080 pixels,323.40 x 211.80 x 14.50,,,"₹ 66,995"
"Acer Aspire A315-31-P4CR Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455042_635_acer_aspire-a315-31-p4cr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 N4200,4GB,1TB,No,Intel Integrated HD Graphics 505,Windows 10,1366x768 pixels,381.60 x 259.00 x 21.60,2.1,6.0,"₹ 21,480"
"Asus Zenbook UX550VE-DB71T Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455679_635_asus_zenbook-ux550ve-db71t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 7th Gen 7700HQ,16GB,No,512GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1920x1080 pixels,452.12 x 251.50 x 365.80,1.8,,"₹ 203,854"
,https://i.gadgets360cdn.com/products/laptops/large/1546456128_635_asus_x507ua-ej215t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel Integrated HD Graphics 520,Windows 10 Home,1920x1080 pixels,365.00 x 266.00 x 21.90,1.68,,
,https://i.gadgets360cdn.com/products/laptops/large/1546453544_635_hp_15-bs659tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 6th Gen 6006U,8GB,2TB,No,AMD Radeon 520 Graphics,DOS,1920x1080 pixels,380.00 x 253.75 x 23.90,2.1,,
"Dell Alienware AW15R3-3831SLV Laptop (6GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453451_635_alienware_aw15r3-3831slv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Alienware,Intel Core i7 6th Gen 6700HQ,6GB,No,No,Nvidia GeForce GTX 1070,Windows 10 Home,1920x1080 pixels,389.00 x 305.00 x 25.40,,,"₹ 290,666"
,https://i.gadgets360cdn.com/products/laptops/large/1546454340_635_lenovo_ultrabook-t460s-20fa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i5 6th Gen 6600U,8GB,No,256GB,Intel Integrated HD Graphics 520,Windows 10,,17.78 x 330.20 x 8.90,1.36,,
"Dell Alienware AW15R3-3831SLV Laptop (6GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453451_635_alienware_aw15r3-3831slv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Alienware,Intel Core i7 6th Gen 6700HQ,6GB,No,No,Nvidia GeForce GTX 1070,Windows 10 Home,1920x1080 pixels,389.00 x 305.00 x 25.40,,,"₹ 290,666"
"Asus VivoBook Ultra K14 (K413) Laptop (Windows 10, 4GB RAM, 512GB SSD, Intel Core i3, 10th Gen, Hearty Gold, 14 Inch)",https://i.gadgets360cdn.com/products/large/Asus-Vivobook-Ultra-DB-748x800-1596099174.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 10th Gen i3-10110U,,No,,Intel Integrated UHD Graphics 620,Windows 10 Home,1920x1080 pixels,215.00 x 324.90 x 17.90,1.4,,"₹ 43,490"
"Asus UX390UA-DH51-GR Laptop (8GB RAM, 256GB HDD, Intel Core i5, Silver, 12.5 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452933_635_asus_ux390ua-dh51-gr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 7th Gen 7200U,8GB,No,256GB,Intel HD Graphics 620,,1920x1080 pixels,482.60 x 297.00 x 33.02,0.9,,"₹ 137,305"
"Asus Rog GL552VW-DH71 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Metalic, 15 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454926_635_asus_rog-gl552vw-dh71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 6th Gen 6700HQ,16GB,1TB,No,,Windows 10,1920x1080 pixels,385.00 x 255.00 x 32.40,2.59,,"₹ 141,512"
"Asus E402MA-WX0044T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Pentium, White, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525201977_635_eeebook-e402ma-wx0044t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Quad Core 4th Gen N3540,2GB,500GB,No,Intel Integrated HD Graphics,Windows 10 Home,1366x768 pixels,339.00 x 235.00 x 21.90,1.65,,"₹ 21,350"
,https://i.gadgets360cdn.com/products/laptops/large/1546452994_635_acer_aspire-sw1-11-14kw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Atom Quad Core Z8350,2GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1280x800 pixels,259.00 x 192.60 x 20.65,1.26,9.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546456935_635_dell_g3779-5499blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i5 8th Gen 8300H,8GB,No,No,Nvidia GeForce GTX 1050,Windows 10,1920x1080 pixels,380.00 x 258.00 x 22.70,2.53,,
"Asus X541NA-GO008T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454624_635_asus_x541na-go008t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 23,139"
,https://i.gadgets360cdn.com/products/laptops/large/1546452984_635_hp_pavilion-ay511tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 6th Gen 6006U,8GB,1TB,No,AMD Radeon R5,Windows 10,1366x768 pixels,384.30 x 254.60 x 24.30,2.19,,
"Asus R542UQ-DM252T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454369_635_asus_r542uq-dm252t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 8th Gen 8250U,8GB,No,No,Nvidia GeForce 940MX,Windows 10 Home,1920x1080 pixels,,,,"₹ 45,990"
"HP 15-R030WM Laptop (Windows 10, 4GB RAM, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455003_635_hp_15-r030wm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Pentium Dual Core N3520,4GB,No,No,Intel HD Graphics,Windows 10,1366x768 pixels,25.40 x 377.95 x 10.20,,,"₹ 67,970"
"Dell Inspiron 15 5000 5570 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456155_635_dell_inspiron-15-5000-5570.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i5 8th Gen 8250U,8GB,256GB,No,AMD Radeon 530 Graphics,Windows 10,1920x1080 pixels,380.00 x 258.00 x 22.70,2.2,,"₹ 45,490"
"Apple Macbook Air MD712HN/B Laptop (Mac, 4GB RAM, 256GB HDD, Intel Core i5, Silver, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455108_635_apple_macbook-air-md712hn-b.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5,4GB,No,256GB,Intel Integrated HD Graphics,macOS,1366x768 pixels,300.00 x 192.00 x 17.00,1.08,9.0,"₹ 67,000"
"Asus ZenBook S UX391UA-ET012T Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Blue, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456259_635_asus_zenbook-ux391ua-et012t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 8th Gen 8550U,16GB,No,512GB,Intel Integrated UHD Graphics 620,Windows 10,1920x1080 pixels,311.00 x 213.00 x 12.90,1.05,,"₹ 96,000"
,https://i.gadgets360cdn.com/products/large/Acer-Predator-triton-300-DB-718x800-1600407249.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 10th Gen i5-10300H,8GB,No,512GB,Nvidia GeForce GTX 1650 Ti,Windows 10 Home,1920x1080 pixels,,1.7,,
"Asus X541UA-DM1233D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455544_635_asus_x541ua-dm1233d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3,4GB,1TB,No,Intel HD Graphics,DOS,1920x1080 pixels,252.00 x 38.10 x 28.00,2.0,,"₹ 27,950"
,https://i.gadgets360cdn.com/products/laptops/large/1546456934_635_acer_chromebook-14-cp5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core 6th Gen N2840,4GB,No,32GB,Intel Integrated HD Graphics,Chrome OS,1366x768 pixels,330.90 x 227.00 x 22.30,1.45,8.0,
"Asus UX430UA-GV334T Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Blue, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454192_635_asus_zenbook-ux430ua-gv334t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 8th Gen 8250U,8GB,No,256GB,Intel Integrated UHD Graphics 620,Windows 10,1920x1080 pixels,324.00 x 225.00 x 15.90,1.3,,"₹ 72,990"
"HP Envy 13-AD127TU Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Gold)",https://i.gadgets360cdn.com/products/laptops/large/1546454730_635_hp_envy-13-ad127tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i7 8th Gen 8550U,8GB,No,256GB,Intel Integrated UHD Graphics 620,Windows 10 Home,1920x1080 pixels,305.31 x 215.65 x 13.97,1.32,,"₹ 78,998"
"Asus Vivobook E203NAH-FD081T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, White, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455993_635_asus_vivobook-e203nah-fd081t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core 7th Gen N3350,2GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,190.50 x 250.00 x 43.70,1.88,10.0,"₹ 21,990"
,https://i.gadgets360cdn.com/products/laptops/large/1546455046_635_asus_zenbook-ux430ua-gv029t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 7th Gen 7200U,8GB,No,512GB,Intel Integrated HD Graphics 620,Windows 10,1920x1080 pixels,324.00 x 225.00 x 15.90,1.25,9.0,
"Lenovo Ideapad 330-15ARR Laptop (Windows 10 Home, 4GB RAM, 1000GB HDD, AMD Platinum Grey, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546457006_635_lenovo_ideapad-330-15arr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,AMD Ryzen 1st Gen 2200U,4GB,1TB,No,Integrated Graphics Processor,Windows 10,1080x1920 pixels,378.00 x 260.00 x 22.90,2.2,,"₹ 26,990"
"Asus R541UV-DM525 Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454403_635_asus_r541uv-dm525.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 7th Gen 7200U,8GB,1TB,No,Nvidia GeForce 920MX,DOS,1920x1080 pixels,378.00 x 260.00 x 22.90,,,"₹ 45,835"
"Asus Vivobook E12 E203NAH-FD049T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, Grey, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453775_635_asus_vivobook-e12-e203nah-fd049t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core 7th Gen N3350,2GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,286.00 x 193.30 x 21.40,,10.0,"₹ 19,190"
,https://i.gadgets360cdn.com/products/laptops/large/1546455794_635_hp_14-bw010nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,AMD Core i3 7th Gen 7020U,4GB,500GB,No,Intel Integrated HD Graphics 620,DOS,1366x768 pixels,335.00 x 234.00 x 19.90,1.47,,
"Acer Swift SF315-51G Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454358_635_acer_swift-sf315-51g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5,8GB,1TB,No,Nvidia GeForce MX150,Linux,1920x1080 pixels,370.50 x 255.00 x 18.90,2.1,10.0,"₹ 63,490"
"Dell Alienware 17 MLK-R2-Y569971HIN9 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Aluminium, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455405_635_alienware_17-mlk-r2-y569971hin9.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Alienware,Intel Core i7 6th Gen 6700HQ,16GB,No,No,Nvidia GeForce GTX 980M,Windows 10 Home,,385.80 x 270.20 x 23.90,3.2,,"₹ 158,990"
"Dell I5570-7279 Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i7, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456891_635_dell_inspiron-15-i5570-7279.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i7 8th Gen 8250U,8GB,256GB,No,AMD Radeon 530 Graphics,Windows 10 Home,1920x1080 pixels,380.00 x 258.00 x 22.70,2.2,,"₹ 86,438"
"HP Envy 15-AQ165NR Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",https://i.gadgets360cdn.com/products/laptops/large/1546454774_635_hp_envy-x360-15-aq165nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i7 7th Gen 7500U,8GB,1TB,No,,Windows 10,1920x1080 pixels,250.00 x 38.00 x 47.75,2.17,,"₹ 123,029"
"Acer Aspire A315-21 Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452438_635_acer_aspire-a315-21-test.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,AMD APU Dual Core A4,4GB,1TB,No,AMD Radeon R5,Linux,,,,5.5,"₹ 21,999"
"Asus A555LF-XX409T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver & Grey, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453018_635_asus_a555lf-xx409t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 5010U,4GB,1TB,No,Nvidia GeForce 930M,Windows 10,,382.00 x 256.00 x 25.80,2.3,3.5,"₹ 30,320"
,https://i.gadgets360cdn.com/products/laptops/large/1546455690_635_asus_zenbook-ux430ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 7th Gen 7200U,8GB,No,256GB,Intel Integrated HD Graphics 620,Windows 10,1920x1080 pixels,324.00 x 225.00 x 15.90,1.25,9.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546453039_635_reach_14-rcn-025.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Reach,Intel Celeron Dual Core 5th Gen N3050,4GB,500GB,No,Intel Integrated HD Graphics,DOS,1366x768 pixels,341.20 x 235.00 x 21.60,1.5,3.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546456077_635_asus_zenbook-ux305fa-rbm1-gd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core M 5th Gen 5Y10,8GB,No,256GB,Intel Integrated HD Graphics,Windows 8.1,,33.02 x 32.50 x 22.60,1.18,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456934_635_acer_chromebook-14-cp5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core 6th Gen N2840,4GB,No,32GB,Intel Integrated HD Graphics,Chrome OS,1366x768 pixels,330.90 x 227.00 x 22.30,1.45,8.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546455048_635_asus_zenbook-ux430ua-gv223t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 7th Gen 7200U,8GB,No,512GB,Intel Integrated HD Graphics 620,Windows 10,1920x1080 pixels,324.00 x 225.00 x 15.90,1.25,9.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546455942_635_asus_x507ub-ej186t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 6th Gen 6006U,8GB,1TB,No,Nvidia,Windows 10 Home,1920x1080 pixels,365.00 x 266.00 x 21.90,1.68,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456213_635_asus_vivobook-15-s510uq-bq165t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 8th Gen 8250U,4GB,1TB,No,Nvidia GeForce MX150,Windows 10 Home,1920x1080 pixels,162.56 x 30.80 x 48.80,1.7,8.0,
"HP Envy 13-AD079TU Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Gold)",https://i.gadgets360cdn.com/products/laptops/large/1546454727_635_hp_envy-13-ad079tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 7th Gen 7100U,4GB,No,128GB,Intel Integrated HD Graphics 620,Windows 10 Home,1920x1080 pixels,305.31 x 215.65 x 13.97,1.32,,"₹ 53,490"
"Asus X540MA-DB22 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456293_635_asus_x540ma-db22.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core N5000,4GB,1TB,No,,Windows 10,1366x768 pixels,381.00 x 252.00 x 27.20,2.0,,"₹ 73,785"
"Acer Aspire A315-21 Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452438_635_acer_aspire-a315-21-test.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,AMD APU Dual Core A4,4GB,1TB,No,AMD Radeon R5,Linux,,,,5.5,"₹ 21,999"
,https://i.gadgets360cdn.com/products/laptops/large/1546453086_635_lenovo_e41-80.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i5 6th Gen 6200U,4GB,500GB,No,Intel HD Graphics,DOS,1920x1080 pixels,249.00 x 340.00 x 25.50,2.1,6.0,
"HP 15Q-DS0010TU Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456042_635_hp_15q-ds0010tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 8th Gen 8250U,8GB,1TB,No,Intel Integrated UHD Graphics 620,Windows 10,1920x1080 pixels,376.00 x 246.00 x 22.50,1.77,,"₹ 49,990"
,https://i.gadgets360cdn.com/products/laptops/large/1546455833_635_hp_p120wm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,AMD Core i5 7th Gen 7200U,4GB,750GB,No,Nvidia GeForce 940MX,Windows 10,1366x768 pixels,383.00 x 243.00 x 22.50,2.04,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455035_635_acer_aspire-as7560-sb416.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,,4GB,500GB,No,Intel Integrated HD Graphics,Windows 7,1366x768 pixels,381.60 x 262.80 x 21.60,2.1,6.0,
"Dell Inspiron 3179 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Blue, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454781_635_dell_inspiron-3179.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i3 7Y30,4GB,1TB,No,,Windows 10,1920x1080 pixels,288.00 x 198.00 x 21.00,1.5,5.0,"₹ 43,900"
,https://i.gadgets360cdn.com/products/laptops/large/1546455307_635_ilife_zed-pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iLife,Intel Atom Quad Core Z8350,2GB,No,No,Intel Integrated HD Graphics 400,Windows 10 Home,1366x768 pixels,211.00 x 317.00 x 16.00,1.13,8.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546456782_635_hp_elitebook-1040-g4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,8GB,No,256GB,Intel Integrated HD Graphics 520,Windows 10 Professional,1366x768 pixels,338.00 x 237.00 x 18.90,1.54,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455206_635_asus_x540sa-xx079t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,500GB,No,Intel HD Graphics,Windows 10,1366x768 pixels,,2.35,6.0,
"Acer Swift 3 SF314-54-524Y Laptop (Windows 10, 24GB RAM, 1000GB HDD, Intel Core i5, Silver, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456433_635_acer_swift-3-sf314-54-524y.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 8th Gen 8250U,24GB,1TB,No,Intel HD Graphics 620,Windows 10,1920x1080 pixels,323.00 x 228.00 x 48.26,1.5,12.0,"₹ 186,032"
