Brand,Model,Image,Price,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphic card,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight(kg),Dimensions(mm),Series,Touch Screen,Base Clock Speed,Graphics Processor,Product,Dedicated Graphics,HDMI Port,Battery life,Dedicated Graphic Memory Type,Expandable RAM up to (GB)
Asus,A555LA-XX1755D,https://i.gadgets360cdn.com/products/laptops/large/1546454210_635_asus_a555la-xx1755d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 25,300",4GB,15.60-inch,No,Dark Blue,DOS,1TB,A555LA-XX1755D,Intel Core i3 4005U,Intel Integrated HD Graphics 4400,No,No,1366x768 pixels,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,,No,1.7 GHz,Intel Integrated HD Graphics 4400,"Asus A555LA-XX1755D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Dark Blue, 15.6 inch)",No,Standard,,,
MSI,GP62-7RDX,https://i.gadgets360cdn.com/products/laptops/large/1546452947_635_msi_gp62-7rdx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 94,990",16GB,15.60-inch,128GB,Black,Windows 10 Home,No,GP62-7RDX,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 n/ac,2.4,383.00 x 260.00 x 29.00,GP Series,No,2.8 GHz,Nvidia GeForce GTX 1050,"MSI GP62-7RDX Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black)",,,,GDDR5,32GB
Acer,Aspire One R3-131T-P7HA,https://i.gadgets360cdn.com/products/laptops/large/1546454938_635_acer_aspire-one-r3-131t-p7ha.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 48,012",4GB,11.60-inch,No,Sky Blue,Windows 10,500GB,R3-131T-P7HA,Intel Pentium Dual Core N3700,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 a/b/g/n/ac,1.58,298.00 x 211.00 x 20.90,Aspire One,Yes,1.6 GHz,Intel Integrated HD Graphics,"Acer Aspire 11 R3-131T-P7HA Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Sky Blue, 11.6 inch)",No,Standard,8,,8GB
Lenovo,IdeaPad B50 80,https://i.gadgets360cdn.com/products/laptops/large/1546456477_635_lenovo_ideapad-b50-80.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,Windows 10,500GB,B50 80,Intel Celeron Dual Core 5th Gen 3205U,Intel Integrated HD Graphics,No,No,,802.11 b/g/n,2.2,380.00 x 262.00 x 24.70,IdeaPad,No,2 GHz,Intel Integrated HD Graphics,,No,,4.5,,16GB
MSI,GV62-7RD,https://i.gadgets360cdn.com/products/laptops/large/1546453543_635_msi_gv62-7rd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 69,990",8GB,15.60-inch,No,Grey,DOS,No,GV62-7RD,Intel Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.2,383.00 x 260.00 x 29.00,GV Series,No,2.5 GHz,Nvidia GeForce GTX 1050,"MSI GV62-7RD Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i5, Grey)",,,,GDDR5,32GB
Acer,Aspire E E15-E5-523,https://i.gadgets360cdn.com/products/laptops/large/1546455256_635_acer_aspire-e-e15-e5-523.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,Linux,1TB,E15-E5-523,AMD Core i3 6006U,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.23,381.60 x 259.00 x 23.90,Aspire E,No,2 GHz,Intel Integrated HD Graphics 520,,No,,10,,16GB
Dell,Inspiron 7000 7559,https://i.gadgets360cdn.com/products/laptops/large/1525206091_635_inspiron-7000-7559.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Black,Windows 10 Home,1TB,7559,Intel Core i5 6th Gen 6300HQ,Nvidia GeForce 920M,Yes,,1920x1080 pixels,802.11 ac,2.59,383.00 x 265.00 x 25.30,Inspiron 7000,No,2.3 GHz,Nvidia GeForce 920M,,Yes,Standard,,DDR3,
Asus,X X540LA-XX440T,https://i.gadgets360cdn.com/products/laptops/large/1546453072_635_asus_x-x540la-xx440t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,White,Windows 10,1TB,X X540LA-XX440T,Intel Core i3 5005U,Intel Integrated HD Graphics 5500,No,No,1366x768 pixels,802.11 b/g/n,1.9,,X Series,No,2 GHz,Intel Integrated HD Graphics 5500,,No,,5,,8GB
Asus,VivoBook X541UA-DM1232D,https://i.gadgets360cdn.com/products/laptops/large/1546453489_635_asus_vivobook-x541ua-dm1232d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 32,999",4GB,15.60-inch,No,Silver,DOS,1TB,X541UA-DM1232D,Intel Core i3,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 b/g/n,1.9,381.00 x 252.00 x 27.60,VivoBook,No,2.4 GHz,Intel Integrated HD Graphics 620,"Asus Vivobook X541UA-DM1232D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",No,,4.5,,8GB
Acer,TravelMate P2 TMP248-M-57J4,https://i.gadgets360cdn.com/products/laptops/large/1546456954_635_acer_travelmate-p2-tmp248-m-57j4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 82,414",4GB,14.00-inch,No,Black,Windows 7 Professional,500GB,TMP248-M-57J4,Intel Core i5 8550U,Nvidia,,No,1366x768 pixels,802.11 a/b/g/n/ac,1.75,342.00 x 236.00 x 21.90,TravelMate P2,No,1.8 GHz,Nvidia,"Acer Travel Mate P2-TMP248-M-57J4 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i5, Black, 14.0 Inch)",,,8,GDDR5,
Dell,Inspiron I3558-9136BLK,https://i.gadgets360cdn.com/products/laptops/large/1546452924_635_dell_inspiron-i3558-9136blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 64,307",6GB,15.60-inch,No,Black,Windows 10,1TB,I3558-9136BLK,Intel Core i3 5th Gen 5005U,Intel Integrated HD Graphics 5500,No,No,1366x768 pixels,802.11 b/g/n,2.3,380.00 x 260.30 x 23.65,Inspiron,No,2 GHz,Intel Integrated HD Graphics 5500,"Dell Inspiron I3558-9136BLK Laptop (Windows 10, 6GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",No,Standard,,,8GB
Asus,ZenBook UX305UA-FC013T,https://i.gadgets360cdn.com/products/laptops/large/1546455136_635_asus_zenbook-ux305ua-fc013t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 70,500",6GB,13.30-inch,256GB,Gold,Windows 10,No,UX305UA-FC013T,Intel Core i5 6th Gen 6200U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,,1.3,324.00 x 226.00 x 16.00,ZenBook,No,2.3 GHz,Intel Integrated HD Graphics 520,"Asus Zenbook UX305UA-FC013T Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Gold, 13.3 inch)",No,Micro,,,
MSI,Leopard GP62-7RDX,https://i.gadgets360cdn.com/products/laptops/large/1546453433_635_msi_leopard-gp62-7rdx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 110,000",16GB,15.60-inch,No,Black,Windows 10,No,GP62-7RDX,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 n/ac,2.4,383.00 x 260.00 x 29.00,Leopard,No,2.8 GHz,Nvidia GeForce GTX 1050,"MSI Leopard GP62-7RDX Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,,,GDDR5,32GB
HP,Omen 15-CE073TX,https://i.gadgets360cdn.com/products/laptops/large/1546454101_635_hp_omen-15-ce073tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 87,000",8GB,15.60-inch,128GB,Shadow Black,Windows 10 Home,No,15-CE073TX,Intel Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 ac,2.6,388.60 x 275.60 x 24.90,Omen,No,2.5 GHz,Nvidia GeForce GTX 1060,"HP Omen 15-CE073TX Laptop (Windows 10, 28GB RAM, 1000GB HDD, Intel Core i5, Shadow Black, 15.6 inch)",,,,GDDR5,16GB
HP,ProBook 440,https://i.gadgets360cdn.com/products/laptops/large/1525207848_635_probook-440.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 45,500",4GB,14.00-inch,No,Silver,Windows 10 Professional,1TB,440,Intel Core i5 7th Gen 7200U,Intel Integrated HD Graphics 5500,No,,1366x768 pixels,802.11 b/g/n,,,ProBook,No,2.5 GHz,Intel Integrated HD Graphics 5500,"HP Probook 440 Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 14 inch)",No,Standard,,,
Acer,Aspire E E-15-E5-553,https://i.gadgets360cdn.com/products/laptops/large/1546453565_635_acer_aspire-e-e-15-e5-553.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 30,990",4GB,15.60-inch,No,Black,Windows 10 Home,No,E-15-E5-553,AMD APU Quad Core A10 9600P,AMD Radeon R5,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.23,381.60 x 259.00 x 30.20,Aspire E,No,2.3 GHz,AMD Radeon R5,"Acer Aspire E E-15-E5-553 Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",,,6,,32GB
Asus,ZenBook UX305UA-FC013T,https://i.gadgets360cdn.com/products/laptops/large/1546455136_635_asus_zenbook-ux305ua-fc013t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 70,500",6GB,13.30-inch,256GB,Gold,Windows 10,No,UX305UA-FC013T,Intel Core i5 6th Gen 6200U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,,1.3,324.00 x 226.00 x 16.00,ZenBook,No,2.3 GHz,Intel Integrated HD Graphics 520,"Asus Zenbook UX305UA-FC013T Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Gold, 13.3 inch)",No,Micro,,,
Asus,VivoBook Max R541UV-DM526T,https://i.gadgets360cdn.com/products/laptops/large/1546455953_635_asus_vivobook-max-r541uv-dm526t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 42,490",8GB,15.60-inch,No,Silver,Windows 10,1TB,Max R541UV-DM526T,Intel Core i5 7th Gen 7200U,Nvidia GeForce 920M,,No,1920x1080 pixels,802.11 b/g/n,1.9,381.00 x 252.00 x 27.60,VivoBook,No,2.5 GHz,Nvidia GeForce 920M,"Asus Vivobook Max R541UV-DM526T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",,,,GDDR3,24GB
Asus,A542B-GQ067T,https://i.gadgets360cdn.com/products/laptops/large/1546453610_635_asus_a542b-gq067t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 23,900",4GB,15.60-inch,No,Dark Grey,Windows 10,1TB,A542B-GQ067T,AMD APU Dual Core A9 9420,AMD Radeon R5,,No,1366x768 pixels,802.11 b/g/n,2.3,380.00 x 251.00 x 23.20,,No,3 GHz,AMD Radeon R5,"Asus A542B-GQ067T Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Dark Grey, 15.6 inch)",,,,,16GB
HP,Pavilion x360 14-BA123TU,https://i.gadgets360cdn.com/products/laptops/large/1546453802_635_hp_pavilion-x360-14-ba123tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 65,990",8GB,14.00-inch,No,Silver,Windows 10,1TB,14-BA123TU,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.72,226.80 x 334.80 x 19.80,Pavilion x360,Yes,1.6 GHz,Intel Integrated UHD Graphics 620,"HP 14-BA123TU Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 14.0 Inch)",No,Standard,,,12GB
Asus,R541UJ-DM174,https://i.gadgets360cdn.com/products/laptops/large/1546453486_635_asus_r541uj-dm174.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 41,900",8GB,15.60-inch,No,Chocolate Black,DOS,No,R541UJ-DM174,Intel Core i5 7th Gen 7200U,Nvidia,,No,1920x1080 pixels,802.11 b/g/n,1.9,381.00 x 252.00 x 27.60,,No,2.5 GHz,Nvidia,"Asus R541UJ-DM174 Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,GDDR3,24GB
Asus,VivoBook S510UN-BQ217T,https://i.gadgets360cdn.com/products/laptops/large/1546453597_635_asus_vivobook-s510un-bq217t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 49,990",8GB,15.60-inch,No,Gold,Windows 10,1TB,S510UN-BQ217T,Intel Core i5 8250U,Nvidia GeForce MX150,,No,1920x1080 pixels,802.11 ac,1.7,361.00 x 243.00 x 17.90,VivoBook,No,1.6 GHz,Nvidia GeForce MX150,"Asus S510UN-BQ217T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",,,8,GDDR5,16GB
Dell,Inspiron 11 3162,https://i.gadgets360cdn.com/products/laptops/large/1525202037_635_inspiron-11-3162.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 15,990",4GB,11.60-inch,No,Red,Windows 10 Home,500GB,3162,Intel Pentium Quad Core 4th Gen N3050,Intel HD Graphics 405,No,,1366x768 pixels,802.11 b/g/n,1.22,292.00 x 196.00 x 18.40,Inspiron 11,No,1.6 GHz,Intel HD Graphics 405,"Dell Inspiron 3162 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Blue, 11.6 inch)",No,Standard,,,
Asus,X200MA-KX643D,https://i.gadgets360cdn.com/products/laptops/large/1525196447_635_x200ma-kx643d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 16,260",2GB,11.60-inch,No,Black,DOS,500GB,X200MA-KX643D,Intel Celeron Dual Core 1st Gen N2840,Intel Integrated Graphics,No,,1366x768 pixels,802.11 b/g/n,1.2,200.00 x 302.00 x 30.00,,No,2.16 GHz,Intel Integrated Graphics,"Asus X200MA-KX643D Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch)",No,Standard,,,
Asus,VivoBook Max R541UV-GO573T,https://i.gadgets360cdn.com/products/laptops/large/1546455105_635_asus_vivobook-max-r541uv-go573t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 47,900",8GB,15.60-inch,No,Black,Windows 10,1TB,Max R541UV-GO573T,Intel Core i5 7th Gen 7200U,Nvidia GeForce 920MX,,No,1920x1080 pixels,802.11 b/g/n,2,381.00 x 252.00 x 27.60,VivoBook,No,2.5 GHz,Nvidia GeForce 920MX,"Asus Vivobook Max R541UV-GO573T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,GDDR3,16GB
Acer,Aspire R3 131,https://i.gadgets360cdn.com/products/laptops/large/1546453061_635_acer_aspire-r3-131.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,11.60-inch,No,Blue,Windows 10,500GB,R3 131,Intel Pentium Dual Core N3710,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n/ac,1.58,298.00 x 211.00 x 20.90,Aspire,Yes,1.6 GHz,Intel Integrated HD Graphics,,No,Standard,8,,8GB
Asus,ROG GL503VD-FY242T,https://i.gadgets360cdn.com/products/laptops/large/1546455627_635_asus_rog-gl503vd-fy242t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 71,150",8GB,15.60-inch,No,Black,Windows 10,No,GL503VD-FY242T,Intel Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 262.00 x 23.00,ROG,No,2.5 GHz,Nvidia GeForce GTX 1050,"Asus Rog GL503VD-FY242T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,GDDR5,32GB
Asus,VivoBook Max R541UV-GO573T,https://i.gadgets360cdn.com/products/laptops/large/1546455105_635_asus_vivobook-max-r541uv-go573t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 47,900",8GB,15.60-inch,No,Black,Windows 10,1TB,Max R541UV-GO573T,Intel Core i5 7th Gen 7200U,Nvidia GeForce 920MX,,No,1920x1080 pixels,802.11 b/g/n,2,381.00 x 252.00 x 27.60,VivoBook,No,2.5 GHz,Nvidia GeForce 920MX,"Asus Vivobook Max R541UV-GO573T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,GDDR3,16GB
Dell,Vostro 3000 3578,https://i.gadgets360cdn.com/products/laptops/large/1546454363_635_dell_vostro-3000-3578.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 47,990",8GB,15.60-inch,No,Black,Windows 10 Home,1TB,3000 3578,Intel Core i5 8th Gen 8250U,AMD Radeon 520 Graphics,,No,1920x1080 pixels,802.11 ac,2.18,380.00 x 260.00 x 23.70,Vostro,No,1.6 GHz,AMD Radeon 520 Graphics,"Dell Vostro 15 3578 3578 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,6,GDDR5,16GB
HP,Pavilion X360 14-BF125TX,https://i.gadgets360cdn.com/products/laptops/large/1546454142_635_hp_pavilion-x360-14-bf125tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 61,990",8GB,14.00-inch,No,Mineral Silver,Windows 10 Home,No,X360 14-BF125TX,Intel Core i5 8th Gen 8250U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 ac,1.62,324.00 x 227.60 x 19.80,Pavilion,No,1.6 GHz,Nvidia GeForce 940MX,"HP Pavilion X360 14-BF125TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Mineral Silver, 14 inch)",,,,GDDR5,16GB
Acer,Aspire 3 A315-33,https://i.gadgets360cdn.com/products/laptops/large/1546456301_635_acer_aspire-3-a315-33.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 40,000",4GB,15.60-inch,No,Obsidian Black,Windows 10,500GB,A315-33,Intel Celeron Dual Core 6006U,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,381.60 x 259.00 x 21.00,Aspire 3,No,2 GHz,Intel Integrated HD Graphics 520,"Acer Aspire 3 Notebook A315-33 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Obsidian Black, 15.6 inch)",No,,6.5,,12GB
Asus,X X540LA-XX441D,https://i.gadgets360cdn.com/products/laptops/large/1546453004_635_asus_x-x540la-xx441d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Aqua Blue,DOS,1TB,X X540LA-XX441D,Intel Core i3 5005U,Intel Integrated HD Graphics 5500,No,No,1366x768 pixels,802.11 b/g/n,1.9,,X Series,No,2 GHz,Intel Integrated HD Graphics 5500,,No,,5,,8GB
Lenovo,IdeaPad 320E-15IKB,https://i.gadgets360cdn.com/products/laptops/large/1546456566_635_lenovo_ideapad-320e-15ikb.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 43,400",4GB,15.60-inch,No,Black,Windows 10,1TB,320E-15IKB,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,,No,1366x768 pixels,,2.2,379.00 x 260.00 x 22.90,IdeaPad,No,2.5 GHz,Nvidia GeForce 940MX,"Lenovo Ideapad 320E-15IKB Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,5,GDDR5,16GB
MSI,GP62-7RDX,https://i.gadgets360cdn.com/products/laptops/large/1546452947_635_msi_gp62-7rdx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 94,990",16GB,15.60-inch,128GB,Black,Windows 10 Home,No,GP62-7RDX,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 n/ac,2.4,383.00 x 260.00 x 29.00,GP Series,No,2.8 GHz,Nvidia GeForce GTX 1050,"MSI GP62-7RDX Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black)",,,,GDDR5,32GB
Dell,Inspiron 13 7000 7348,https://i.gadgets360cdn.com/products/laptops/large/1525204179_635_inspiron-13-7000-7348.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 59,990",8GB,13.17-inch,No,Silver,Windows 8 Professional,1TB,7348,Intel Core i5 5th Gen 5200U,Intel HD Graphics,No,,1920x1080 pixels,802.11 b/g/n,1.67,330.00 x 222.00 x 19.00,Inspiron 13 7000,Yes,2.2 GHz,Intel HD Graphics,"Dell Inspiron 7348 Laptop (Windows 8.1, 8GB RAM, 500GB HDD, Intel Core i5, Silver, 13.3 inch)",No,Standard,,,
Acer,Nitro 5 AN515-52-76VR,https://i.gadgets360cdn.com/products/laptops/large/1546456272_635_acer_nitro-5-an515-52-76vr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 72,990",8GB,15.60-inch,No,Black,Windows 10 Home,16GB,5 AN515-52-76VR,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.7,390.00 x 266.00 x 26.75,Nitro,No,2.5 GHz,Nvidia GeForce GTX 1050,"Acer Nitro 5 AN515-52-76VR Laptop (Windows 10 Home, 8GB RAM, 16GB HDD, Intel Core i7, Black, 15.6 inch)",,,,GDDR5,32GB
Asus,K555LD-XX645D,https://i.gadgets360cdn.com/products/laptops/large/1546454393_635_asus_k555ld-xx645d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 48,999",8GB,15.60-inch,No,Dark Blue Metal,DOS,1TB,K555LD-XX645D,Intel Core i7 5th Gen 5500U,Nvidia GeForce 820M,,No,1366x768 pixels,,2.3,382.00 x 256.00 x 25.30,,No,2.4 GHz,Nvidia GeForce 820M,"Asus K555LD-XX645D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Dark Blue Metal, 15.6 inch)",,Standard,,DDR3,
Acer,Nitro 5 AN515-31-58SH,https://i.gadgets360cdn.com/products/laptops/large/1546454214_635_acer_nitro-5-an515-31-58sh.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 65,990",8GB,15.60-inch,No,Black,DOS,1TB,5 AN515-31-58SH,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.7,390.00 x 266.00 x 26.75,Nitro,No,2.5 GHz,Nvidia GeForce GTX 1050,"Acer Nitro 5 AN515-31-58SH Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,GDDR5,32GB
Dell,Inspiron 3000 3169,https://i.gadgets360cdn.com/products/laptops/large/1525206056_635_inspiron-3000-3169.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 30,990",4GB,11.60-inch,No,Blue,Windows 10 Home,500GB,3169,Intel Core m3 6th Gen,Intel Integrated HD Graphics,No,,1366x768 pixels,802.11 ac,1.4,287.60 x 201.90 x 20.90,Inspiron 3000,Yes,2.2 GHz,Intel Integrated HD Graphics,"Dell Inspiron 3169 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core m3, Blue, 11.6 inch)",No,Standard,,,
Acer,Nitro 5 AN515-41-F6VS,https://i.gadgets360cdn.com/products/laptops/large/1546454919_635_acer_nitro-5-an515-41-f6vs.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 92,404",8GB,15.60-inch,No,Black,Windows 10,256GB,5 AN515-41-F6VS,AMD Core i5 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.7,390.00 x 266.00 x 26.75,Nitro,No,2.5 GHz,Nvidia GeForce GTX 1050,"Acer Nitro 5 AN515-41-F6VS Laptop (Windows 10, 8GB RAM, 256GB HDD, AMD Black, 15.6 inch)",,,,GDDR5,32GB
Xiaomi,Mi Notebook 14,https://i.gadgets360cdn.com/products/large/mi-notebook-14-1341x800-1591860752.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 43,999",8GB,14.00-inch,512GB,Silver,Windows 10 Home,,,Intel Core i5 10th Gen 10210U,Nvidia GeForce MX250,Yes,,1920x1080 pixels,802.11 a/g/n/ac,1.5,228.00 x 323.00 x 17.95,Mi Notebook,No,1600 GHz,Nvidia GeForce MX250,"Xiaomi Mi Notebook 14 Laptop (Windows 10 Home, 8GB RAM, 512GB SSD, Intel Core i5 10210U, 10th Gen, Silver, 14.0 Inch)",Yes,Yes,10,,
Asus,K555LD-XX645D,https://i.gadgets360cdn.com/products/laptops/large/1546454393_635_asus_k555ld-xx645d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 48,999",8GB,15.60-inch,No,Dark Blue Metal,DOS,1TB,K555LD-XX645D,Intel Core i7 5th Gen 5500U,Nvidia GeForce 820M,,No,1366x768 pixels,,2.3,382.00 x 256.00 x 25.30,,No,2.4 GHz,Nvidia GeForce 820M,"Asus K555LD-XX645D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Dark Blue Metal, 15.6 inch)",,Standard,,DDR3,
Dell,Vostro 14 3445,https://i.gadgets360cdn.com/products/laptops/large/1525206068_635_vostro-14-3445.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 21,500",4GB,13.86-inch,No,Grey,Ubuntu,500GB,3445,AMD APU Quad Core A6 6th Gen A6 6310,AMD Radeon R5 M230,Yes,,1366x768 pixels,802.11 ac,2.04,346.00 x 246.00 x 25.40,Vostro 14,No,,AMD Radeon R5 M230,"Dell Vostro 3445 Laptop (Linux, 2GB RAM, 500GB HDD, AMD Grey, 14 inch)",Yes,,,DDR3,8GB
Asus,VivoBook A9 X542BA-GQ024T,https://i.gadgets360cdn.com/products/laptops/large/1546454132_635_asus_vivobook-a9-vivobook-a9-x542ba-gq024t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 21,990",4GB,15.60-inch,No,Grey,Windows 10 Home,500GB,A9 VIVOBOOK-A9-X542BA-GQ024T,AMD APU Dual Core A9 9420,AMD Radeon R5,,No,1366x768 pixels,802.11 b/g/n,2.3,380.00 x 251.00 x 23.20,VivoBook,No,3 GHz,AMD Radeon R5,"Asus Vivobook A9 VIVOBOOK-A9-X542BA-GQ024T Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Grey, 15.6 inch)",,,,,16GB
